,Date,Open,High,Low,Close
179,2024-02-27,0.9221,0.92604,0.9219,0.9221
180,2024-02-26,0.92158,0.92305,0.92029,0.92158
181,2024-02-25,0.92425,0.92478,0.92089,0.92421
182,2024-02-22,0.92373,0.92475,0.92256,0.92373
183,2024-02-21,0.92418,0.92549,0.91859,0.92418
184,2024-02-20,0.9248,0.92662,0.924,0.9248
185,2024-02-19,0.92804,0.92915,0.92263,0.92804
186,2024-02-18,0.92726,0.92911,0.9268,0.92722
187,2024-02-15,0.92817,0.93158,0.9276,0.92817
188,2024-02-14,0.93178,0.93238,0.9271,0.93178
189,2024-02-13,0.9338,0.93497,0.93158,0.9338
190,2024-02-12,0.92831,0.9344,0.9263,0.92831
191,2024-02-11,0.92608,0.92957,0.92546,0.92608
192,2024-02-08,0.92788,0.92903,0.9264,0.92788
193,2024-02-07,0.92801,0.93083,0.9268,0.92801
194,2024-02-06,0.92961,0.92968,0.92727,0.92961
195,2024-02-05,0.93094,0.93244,0.9291,0.93094
196,2024-02-04,0.92764,0.93243,0.927,0.92764
197,2024-02-01,0.91957,0.92738,0.9176,0.91957
198,2024-01-31,0.92559,0.92762,0.92034,0.92559
199,2024-01-30,0.92222,0.92527,0.91864,0.92222
200,2024-01-29,0.92298,0.92484,0.92118,0.92298
201,2024-01-28,0.92221,0.92617,0.92168,0.92221
202,2024-01-25,0.92191,0.92478,0.91884,0.92191
203,2024-01-24,0.91897,0.92369,0.9174,0.91897
204,2024-01-23,0.92099,0.9215,0.91479,0.92099
205,2024-01-22,0.9191,0.92385,0.9159,0.9191
206,2024-01-21,0.91808,0.91909,0.9166,0.91808
207,2024-01-18,0.91919,0.92011,0.91805,0.91919
208,2024-01-17,0.91863,0.92177,0.9168,0.91863
209,2024-01-16,0.91922,0.92205,0.9187,0.91922
210,2024-01-15,0.9136,0.92021,0.91352,0.9136
211,2024-01-14,0.9136,0.91457,0.9125,0.9136
212,2024-01-11,0.91061,0.91432,0.9102,0.91061
213,2024-01-10,0.91115,0.91479,0.9098,0.91115
214,2024-01-09,0.91471,0.91547,0.9116,0.91471
215,2024-01-08,0.9131,0.91637,0.9118,0.9131
216,2024-01-07,0.91389,0.91537,0.9109,0.91389
217,2024-01-04,0.91346,0.91913,0.90939,0.91346
218,2024-01-03,0.9151,0.916,0.91156,0.9151
219,2024-01-02,0.91393,0.91754,0.91183,0.91393
220,2024-01-01,0.9059,0.91391,0.9053,0.9059
221,2023-12-31,0.9045,0.9058,0.9047,0.9045
222,2023-12-28,0.90349,0.90553,0.902,0.90349
223,2023-12-27,0.9002,0.90326,0.89771,0.9002
224,2023-12-26,0.90555,0.90668,0.89908,0.90555
225,2023-12-25,0.90742,0.9083,0.9058,0.90742
226,2023-12-24,0.9069,0.9091,0.9056,0.9069
227,2023-12-21,0.90858,0.90957,0.90575,0.90858
228,2023-12-20,0.9136,0.91439,0.90911,0.9136
229,2023-12-19,0.91066,0.91444,0.91077,0.91066
230,2023-12-18,0.91543,0.91608,0.91008,0.91543
231,2023-12-17,0.91783,0.91789,0.91491,0.91783
232,2023-12-14,0.90962,0.91724,0.9086,0.90962
233,2023-12-13,0.9186,0.9191,0.90875,0.9186
234,2023-12-12,0.92604,0.92816,0.92522,0.92604
235,2023-12-11,0.9288,0.92921,0.92404,0.9288
236,2023-12-10,0.92887,0.93082,0.9277,0.92887
237,2023-12-07,0.9266,0.93184,0.92588,0.9266
238,2023-12-06,0.92879,0.92957,0.9262,0.92879
239,2023-12-05,0.92647,0.92823,0.92561,0.92647
240,2023-12-04,0.9227,0.92742,0.9218,0.9227
241,2023-12-03,0.91843,0.92544,0.9185,0.91843
242,2023-11-30,0.9181,0.92323,0.9163,0.9181
243,2023-11-29,0.91127,0.91786,0.9103,0.91127
244,2023-11-28,0.9086,0.91231,0.9077,0.9086
245,2023-11-27,0.91254,0.91449,0.9085,0.91254
246,2023-11-26,0.91404,0.91526,0.91247,0.91404
247,2023-11-23,0.9169,0.9178,0.91373,0.9169
248,2023-11-22,0.9182,0.91844,0.91516,0.9182
249,2023-11-21,0.9159,0.92127,0.91554,0.9159
250,2023-11-20,0.91358,0.9155,0.9118,0.91358
251,2023-11-19,0.91684,0.9176,0.91365,0.91684
252,2023-11-16,0.92134,0.92377,0.91808,0.92134
253,2023-11-15,0.92127,0.92328,0.91794,0.92127
254,2023-11-14,0.91926,0.92311,0.9185,0.91926
255,2023-11-13,0.93442,0.93514,0.9202,0.93442
256,2023-11-12,0.93544,0.9376,0.9341,0.93544
257,2023-11-09,0.93742,0.93829,0.93523,0.93742
258,2023-11-08,0.93367,0.9362,0.93214,0.93367
259,2023-11-07,0.93492,0.93803,0.93318,0.93492
260,2023-11-06,0.9327,0.93767,0.9327,0.9327
261,2023-11-05,0.93178,0.93254,0.92963,0.93178
262,2023-11-02,0.9417,0.94202,0.93136,0.9417
263,2023-11-01,0.94455,0.9448,0.9372,0.94455
264,2023-10-31,0.94526,0.95031,0.94511,0.94526
265,2023-10-30,0.94206,0.94629,0.93729,0.94206
266,2023-10-29,0.94675,0.94801,0.94109,0.94675
267,2023-10-26,0.94657,0.9491,0.9436,0.94657
268,2023-10-25,0.94632,0.95,0.9461,0.94632
269,2023-10-24,0.94381,0.94636,0.9428,0.94381
270,2023-10-23,0.93722,0.9448,0.93541,0.93722
271,2023-10-22,0.94429,0.94591,0.9392,0.94429
272,2023-10-19,0.9446,0.94645,0.9433,0.9446
273,2023-10-18,0.9489,0.94977,0.9447,0.9489
274,2023-10-17,0.9458,0.94993,0.9438,0.9458
275,2023-10-16,0.94748,0.94936,0.94384,0.94748
276,2023-10-15,0.95043,0.9509,0.94745,0.95043
277,2023-10-12,0.94906,0.95273,0.9471,0.94906
278,2023-10-11,0.94124,0.94823,0.93993,0.94124
279,2023-10-10,0.94297,0.94404,0.94042,0.94297
280,2023-10-09,0.94528,0.94733,0.94166,0.94528
281,2023-10-08,0.9463,0.95044,0.9455,0.9463
282,2023-10-05,0.94817,0.95384,0.94356,0.94817
283,2023-10-04,0.95174,0.9523,0.94905,0.95174
284,2023-10-03,0.9549,0.9566,0.94945,0.9549
285,2023-10-02,0.95413,0.95695,0.9529,0.95413
286,2023-10-01,0.9465,0.95304,0.9442,0.9465
287,2023-09-28,0.94675,0.9471,0.9418,0.94675
288,2023-09-27,0.9519,0.95312,0.9453,0.9519
289,2023-09-26,0.94612,0.95156,0.94574,0.94612
290,2023-09-25,0.94414,0.94624,0.9426,0.94414
291,2023-09-24,0.9391,0.94542,0.93849,0.9391
292,2023-09-21,0.93795,0.94204,0.93707,0.93795
293,2023-09-20,0.9387,0.9417,0.93689,0.9387
294,2023-09-19,0.93615,0.9367,0.93223,0.93615
295,2023-09-18,0.93522,0.93665,0.9329,0.93522
296,2023-09-17,0.93736,0.93841,0.93474,0.93736
297,2023-09-14,0.9401,0.94032,0.93566,0.9401
298,2023-09-13,0.9316,0.93852,0.9298,0.9316
299,2023-09-12,0.92995,0.93306,0.9289,0.92995
300,2023-09-11,0.9302,0.93404,0.92914,0.9302
301,2023-09-10,0.933,0.93358,0.92964,0.933
302,2023-09-07,0.93477,0.93501,0.93092,0.93477
303,2023-09-06,0.93247,0.93566,0.9316,0.93247
304,2023-09-05,0.9323,0.93413,0.93039,0.9323
305,2023-09-04,0.9264,0.93392,0.926,0.9264
306,2023-09-03,0.928,0.92816,0.92515,0.928
307,2023-08-31,0.92216,0.92714,0.91905,0.92216
308,2023-08-30,0.9147,0.92275,0.9141,0.9147
309,2023-08-29,0.92003,0.92114,0.91362,0.92003
310,2023-08-28,0.92374,0.92734,0.92109,0.92374
311,2023-08-27,0.92615,0.92598,0.9241,0.92615
312,2023-08-24,0.926,0.92879,0.92253,0.926
313,2023-08-23,0.92032,0.9246,0.91938,0.92032
314,2023-08-22,0.92194,0.92567,0.91992,0.92194
315,2023-08-21,0.91757,0.92302,0.91475,0.91757
316,2023-08-20,0.91949,0.91991,0.91629,0.91949
317,2023-08-17,0.91957,0.92196,0.9178,0.91957
318,2023-08-16,0.91955,0.92061,0.91598,0.91955
319,2023-08-15,0.91708,0.91762,0.91452,0.91708
320,2023-08-14,0.9166,0.91736,0.91327,0.9166
321,2023-08-13,0.91371,0.91933,0.91238,0.91371
322,2023-08-10,0.91061,0.91309,0.90873,0.91061
323,2023-08-09,0.91094,0.91174,0.90429,0.91094
324,2023-08-08,0.9125,0.91275,0.90956,0.9125
325,2023-08-07,0.90883,0.91483,0.90828,0.90883
326,2023-08-06,0.90887,0.9119,0.9081,0.90887
327,2023-08-03,0.91311,0.91439,0.90572,0.91311
328,2023-08-02,0.91373,0.91629,0.91291,0.91373
329,2023-08-01,0.90844,0.91577,0.90851,0.90844
330,2023-07-31,0.90929,0.91287,0.9089,0.90929
331,2023-07-30,0.90709,0.90858,0.90535,0.90709
332,2023-07-27,0.91085,0.91349,0.90524,0.91085
333,2023-07-26,0.90266,0.91034,0.8967,0.90266
334,2023-07-25,0.90494,0.90593,0.902,0.90494
335,2023-07-24,0.9039,0.90727,0.9018,0.9039
336,2023-07-23,0.89885,0.90344,0.89726,0.89885
337,2023-07-20,0.8979,0.90012,0.8971,0.8979
338,2023-07-19,0.89244,0.89822,0.8905,0.89244
339,2023-07-18,0.89056,0.89475,0.8897,0.89056
340,2023-07-17,0.88987,0.89126,0.88686,0.88987
341,2023-07-16,0.89065,0.89242,0.8888,0.89065
342,2023-07-13,0.89099,0.89237,0.8893,0.89099
343,2023-07-12,0.8973,0.89842,0.89316,0.8973
344,2023-07-11,0.90793,0.90803,0.8988,0.90793
345,2023-07-10,0.9086,0.91086,0.90698,0.9086
346,2023-07-09,0.9116,0.9137,0.90969,0.9116
347,2023-07-06,0.91822,0.92008,0.91202,0.91822
348,2023-07-05,0.9211,0.92299,0.9173,0.9211
349,2023-07-04,0.9187,0.92038,0.91691,0.9187
350,2023-07-03,0.91633,0.91821,0.9159,0.91633
351,2023-07-02,0.9168,0.91981,0.9148,0.9168
352,2023-06-29,0.92013,0.92281,0.9146,0.92013
353,2023-06-28,0.9161,0.92061,0.91402,0.9161
354,2023-06-27,0.91264,0.91746,0.9122,0.91264
355,2023-06-26,0.91655,0.91716,0.91107,0.91655
356,2023-06-25,0.91687,0.91843,0.9156,0.91687
357,2023-06-22,0.9125,0.92208,0.9125,0.9125
358,2023-06-21,0.9097,0.91315,0.90817,0.9097
359,2023-06-20,0.91572,0.91687,0.9123,0.91572
360,2023-06-19,0.91539,0.91789,0.91364,0.91539
361,2023-06-18,0.9139,0.91651,0.9133,0.9139
362,2023-06-15,0.91358,0.91574,0.91149,0.91358
363,2023-06-14,0.92225,0.92556,0.9142,0.92225
364,2023-06-13,0.92684,0.92801,0.92095,0.92684
365,2023-06-12,0.92911,0.92932,0.924,0.92911
366,2023-06-11,0.93015,0.93159,0.92681,0.93015
367,2023-06-08,0.92741,0.93043,0.927,0.92741
368,2023-06-07,0.93393,0.93439,0.9274,0.93393
369,2023-06-06,0.93475,0.93731,0.93108,0.93475
370,2023-06-05,0.93355,0.93744,0.9317,0.93355
371,2023-06-04,0.9347,0.93679,0.9326,0.9347
372,2023-06-01,0.9293,0.933,0.9277,0.9293
373,2023-05-31,0.935,0.93772,0.92989,0.935
374,2023-05-30,0.9317,0.93882,0.9312,0.9317
375,2023-05-29,0.93391,0.93691,0.9306,0.93391
376,2023-05-28,0.93257,0.93403,0.9306,0.93257
377,2023-05-25,0.93245,0.9344,0.92958,0.93245
378,2023-05-24,0.9296,0.93371,0.92987,0.9296
379,2023-05-23,0.92853,0.93026,0.92598,0.92853
380,2023-05-22,0.92498,0.92904,0.9241,0.92498
381,2023-05-21,0.92398,0.92622,0.9233,0.92398
382,2023-05-18,0.92804,0.92928,0.92388,0.92804
383,2023-05-17,0.92265,0.9289,0.9217,0.92265
384,2023-05-16,0.92033,0.92493,0.9195,0.92033
385,2023-05-15,0.91965,0.92109,0.91713,0.91965
386,2023-05-14,0.92143,0.92178,0.9181,0.92143
387,2023-05-11,0.91641,0.92118,0.91448,0.91641
388,2023-05-10,0.91041,0.91732,0.9092,0.91041
389,2023-05-09,0.91202,0.91384,0.9087,0.91202
390,2023-05-08,0.90941,0.91374,0.909,0.90941
391,2023-05-07,0.90755,0.90806,0.9047,0.90755
392,2023-05-04,0.9072,0.91144,0.90514,0.9072
393,2023-05-03,0.90343,0.91018,0.9016,0.90343
394,2023-05-02,0.90819,0.9086,0.90431,0.90819
395,2023-05-01,0.91164,0.91378,0.90866,0.91164
396,2023-04-30,0.90819,0.91183,0.90616,0.90819
397,2023-04-27,0.90645,0.91194,0.90549,0.90645
398,2023-04-26,0.9052,0.90957,0.9037,0.9052
399,2023-04-25,0.91088,0.91164,0.90138,0.91088
400,2023-04-24,0.9042,0.91164,0.9035,0.9042
401,2023-04-23,0.90973,0.91168,0.90627,0.90973
402,2023-04-20,0.9115,0.9141,0.90971,0.9115
403,2023-04-19,0.91306,0.91455,0.91,0.91306
404,2023-04-18,0.91113,0.91589,0.9102,0.91113
405,2023-04-17,0.9153,0.91552,0.91046,0.9153
406,2023-04-16,0.9102,0.91653,0.90917,0.9102
407,2023-04-13,0.9046,0.91091,0.9029,0.9046
408,2023-04-12,0.9091,0.91061,0.90342,0.9091
409,2023-04-11,0.91596,0.91615,0.90921,0.91596
410,2023-04-10,0.92002,0.92013,0.91519,0.92002
411,2023-04-09,0.91629,0.92315,0.9159,0.91629
412,2023-04-06,0.91574,0.91903,0.9153,0.91574
413,2023-04-05,0.91715,0.91865,0.9149,0.91715
414,2023-04-04,0.9124,0.91698,0.91164,0.9124
415,2023-04-03,0.9164,0.91879,0.91144,0.9164
416,2023-04-02,0.92564,0.92684,0.91611,0.92564
417,2023-03-30,0.91704,0.92076,0.91526,0.91704
418,2023-03-29,0.9222,0.92362,0.91542,0.9222
419,2023-03-28,0.92255,0.9241,0.91979,0.92255
420,2023-03-27,0.92532,0.92558,0.92174,0.92532
421,2023-03-26,0.9278,0.9304,0.92627,0.9278
422,2023-03-23,0.92293,0.93293,0.92259,0.92293
423,2023-03-22,0.91993,0.92008,0.915,0.91993
424,2023-03-21,0.92814,0.92941,0.9258,0.92814
425,2023-03-20,0.93291,0.93415,0.92702,0.93291
426,2023-03-19,0.93643,0.94052,0.93192,0.93643
427,2023-03-16,0.94214,0.94232,0.93724,0.94214
428,2023-03-15,0.94488,0.94741,0.94033,0.94488
429,2023-03-14,0.93217,0.95054,0.92936,0.93217
430,2023-03-13,0.9324,0.93636,0.93048,0.9324
431,2023-03-12,0.93601,0.93876,0.93134,0.93601
432,2023-03-09,0.94476,0.94556,0.9347,0.94476
433,2023-03-08,0.94791,0.9489,0.9446,0.94791
434,2023-03-07,0.9478,0.94997,0.94578,0.9478
435,2023-03-06,0.9356,0.94593,0.9349,0.9356
436,2023-03-05,0.94107,0.94135,0.93512,0.94107
437,2023-03-02,0.94342,0.94417,0.9408,0.94342
438,2023-03-01,0.9373,0.94487,0.93697,0.9373
439,2023-02-28,0.94542,0.94646,0.93536,0.94542
440,2023-02-27,0.9424,0.94497,0.93941,0.9424
441,2023-02-26,0.94744,0.94935,0.94174,0.94744
442,2023-02-23,0.94357,0.94897,0.94213,0.94357
443,2023-02-22,0.94288,0.945,0.9407,0.94288
444,2023-02-21,0.93879,0.9417,0.9376,0.93879
445,2023-02-20,0.9361,0.93942,0.93496,0.9361
446,2023-02-19,0.93594,0.93707,0.9341,0.93594
447,2023-02-16,0.93758,0.94217,0.9362,0.93758
448,2023-02-15,0.9353,0.93846,0.93264,0.9353
449,2023-02-14,0.93147,0.93756,0.9307,0.93147
450,2023-02-13,0.93193,0.93371,0.92606,0.93193
451,2023-02-12,0.93653,0.93833,0.9324,0.93653
452,2023-02-09,0.9309,0.93727,0.93008,0.9309
453,2023-02-08,0.9332,0.93357,0.92675,0.9332
454,2023-02-07,0.93199,0.93311,0.92935,0.93199
455,2023-02-06,0.9319,0.93725,0.93058,0.9319
456,2023-02-05,0.92671,0.93298,0.9259,0.92671
457,2023-02-02,0.917,0.92498,0.91402,0.917
458,2023-02-01,0.90803,0.91847,0.9069,0.90803
459,2023-01-31,0.92073,0.92141,0.91538,0.92073
460,2023-01-30,0.9216,0.92557,0.9201,0.9216
461,2023-01-29,0.91984,0.92127,0.91617,0.91984
462,2023-01-26,0.9179,0.92261,0.9173,0.9179
463,2023-01-25,0.91558,0.92152,0.9147,0.91558
464,2023-01-24,0.91843,0.92097,0.91553,0.91843
465,2023-01-23,0.9196,0.92257,0.9177,0.9196
466,2023-01-22,0.92041,0.92187,0.91579,0.92038
467,2023-01-19,0.92303,0.92553,0.9211,0.92303
468,2023-01-18,0.92611,0.92739,0.9231,0.92611
469,2023-01-17,0.9265,0.92876,0.91874,0.9265
470,2023-01-16,0.92335,0.92704,0.92004,0.92335
471,2023-01-15,0.92382,0.9257,0.9195,0.92382
472,2023-01-12,0.92079,0.92759,0.92015,0.92079
473,2023-01-11,0.92885,0.93127,0.92265,0.92885
474,2023-01-10,0.93119,0.93224,0.9281,0.93119
475,2023-01-09,0.93169,0.93343,0.92964,0.93169
476,2023-01-08,0.93841,0.93872,0.92941,0.93841
477,2023-01-05,0.95037,0.95372,0.94142,0.95037
478,2023-01-04,0.94283,0.95097,0.9405,0.94283
479,2023-01-03,0.94815,0.94823,0.9406,0.94815
480,2023-01-02,0.93653,0.95043,0.9361,0.93653
481,2023-01-01,0.93373,0.93868,0.9335,0.93373
482,2022-12-29,0.93802,0.93992,0.93476,0.93802
